loan_id,customer_id,borrower_name,age,employment_status,annual_income,credit_score,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,disbursement_date,current_balance,monthly_payment
LN57022244,CUST471725,Gannie Crocetti,22,Full-time,49834,791,Auto,72838,10.57,48,Active,2024-07-21,38503,446.43
LN93621862,CUST209006,Davidde Godlee,55,Contract,59565,615,Auto,42297,9.49,60,Late (16-30 days),2023-03-05,34991,643.36
LN75536469,CUST373008,Ardeen Blagdon,40,Part-time,33312,571,Auto,13440,8.13,48,Late (16-30 days),2023-10-13,12276,528.81
LN19567434,CUST725500,Sergei McGirl,53,Self-employed,79625,550,Medical,7687,4.05,12,Default,2023-10-16,43735,1359.16
LN90359618,CUST546325,Natasha Boliver,64,Unemployed,71711,655,Auto,40405,16.78,48,Late (31+ days),2024-02-18,45799,1286.18
LN65416020,CUST744399,Sonia Olenov,21,Full-time,123303,643,Personal,13433,10.83,60,Current,2023-01-27,36153,749.3
LN90104164,CUST950776,Lucilia Coverdill,45,Self-employed,51363,821,Business,72755,5.09,36,Current,2023-12-08,10636,1472.59
LN26317735,CUST691509,Bonnibelle Curley,21,Contract,30108,824,Home Improvement,15615,8.5,60,Paid Off,2024-02-21,54496,1327.53
LN87602054,CUST787509,Pete Gallego,67,Self-employed,53901,746,Debt Consolidation,72284,15.59,12,Current,2023-11-04,51578,952.7
LN85536337,CUST871553,Jeremias Washtell,39,Contract,56529,578,Auto,35192,11.68,36,Paid Off,2023-12-11,32233,1257.87
LN94635947,CUST534042,Em Wield,41,Part-time,115763,711,Auto,42694,13.86,72,Paid Off,2024-02-04,14292,245.88
LN47171404,CUST731986,Bellanca Poundsford,55,Self-employed,140127,782,Home Improvement,59313,13.05,48,Late (16-30 days),2024-06-08,59558,708.79
LN16109806,CUST923990,Uriah Gittens,35,Unemployed,102925,676,Personal,60627,7.6,48,Late (31+ days),2023-04-19,56729,435.38
LN18404835,CUST597660,Renelle Musico,43,Self-employed,60829,671,Personal,63938,6.86,60,Active,2023-01-10,36062,504.01
LN20105036,CUST949569,Catarina Warbrick,24,Contract,44841,802,Personal,45318,12.79,36,Default,2024-04-07,17657,956.13
LN14232923,CUST742303,Davis Absalom,63,Part-time,147708,631,Debt Consolidation,10210,6.75,60,Paid Off,2024-06-19,52868,1306.01
LN51876701,CUST769446,Nelson Scamwell,34,Self-employed,135101,732,Debt Consolidation,27558,17.0,12,Paid Off,2023-10-05,51014,627.91
LN71781152,CUST824808,Herman Pinder,25,Contract,47485,748,Auto,71664,16.31,24,Active,2024-02-08,20833,346.57
LN65872132,CUST235438,Elias Elington,48,Unemployed,48850,587,Debt Consolidation,69461,4.79,36,Paid Off,2024-07-10,18899,879.57
LN48881117,CUST475010,Lane Thunnerclef,70,Full-time,70613,846,Medical,56392,16.15,48,Late (31+ days),2024-05-23,45425,411.5
LN13633553,CUST583865,Bidget Hirsthouse,61,Self-employed,66741,767,Business,41077,12.71,72,Paid Off,2023-10-09,31456,1013.64
LN31324794,CUST500247,Charis Gut,41,Part-time,48816,681,Home Improvement,50905,10.65,12,Paid Off,2024-04-04,312,1239.3
LN64100336,CUST970574,Janeen Gieraths,42,Contract,89802,574,Medical,45613,18.94,48,Active,2023-08-22,37251,1375.3
LN51349128,CUST403217,Roderigo Le Gassick,22,Contract,114829,800,Personal,46250,11.91,48,Active,2024-06-20,16824,1110.72
LN78932926,CUST365306,Bell Redan,45,Full-time,73872,795,Medical,33911,14.72,60,Late (31+ days),2023-03-06,48468,234.69
LN70490742,CUST494201,Knox Coan,27,Full-time,91630,615,Debt Consolidation,40232,17.43,60,Late (16-30 days),2024-05-29,42234,1207.35
LN21323211,CUST812923,Jessalyn Lodin,52,Full-time,57926,665,Home Improvement,6110,12.31,60,Late (16-30 days),2023-06-23,6181,966.08
LN85472193,CUST880410,Mildred McCuaig,49,Unemployed,146186,633,Home Improvement,9414,7.03,12,Late (31+ days),2023-02-24,67041,814.71
LN69311180,CUST891109,Alexandr Coult,24,Unemployed,62407,695,Business,50505,9.9,72,Default,2024-01-22,12792,1125.47
LN86255676,CUST153821,Zahara Dewire,36,Self-employed,66753,722,Auto,44617,8.48,72,Current,2024-02-23,15712,1324.44
LN11483983,CUST314601,Luis Murkitt,45,Self-employed,51507,683,Auto,23517,8.99,72,Default,2023-07-09,25251,1375.02
LN95010542,CUST825402,Mackenzie Elen,63,Full-time,34845,650,Medical,43664,17.96,36,Paid Off,2023-09-15,55993,240.92
LN60060791,CUST214978,Leo Leed,64,Contract,59620,707,Personal,6823,4.9,12,Current,2023-06-21,6718,1180.25
LN77015582,CUST723961,Cristabel Turgoose,70,Full-time,137188,555,Debt Consolidation,15890,11.91,36,Current,2024-07-17,15781,1333.39
LN17246942,CUST983356,Marlin Storer,55,Self-employed,55590,796,Personal,20242,7.84,12,Late (31+ days),2023-03-26,52962,646.8
LN29785334,CUST461777,Monica Burd,64,Unemployed,105811,615,Debt Consolidation,5215,8.38,12,Current,2023-08-26,32109,402.87
LN41982216,CUST396020,Karlotte Tressler,24,Part-time,142451,606,Debt Consolidation,27725,5.33,60,Late (16-30 days),2024-05-18,52116,708.77
LN69186421,CUST188062,Filippa Iacavone,51,Unemployed,135843,659,Personal,68605,14.7,12,Default,2023-10-09,16985,1158.27
LN87116481,CUST157059,Fernandina Joye,34,Self-employed,99490,700,Business,70181,16.55,60,Default,2023-04-18,28308,1445.48
LN70189145,CUST140017,Emanuele Janjic,53,Self-employed,70562,631,Medical,36196,12.17,24,Paid Off,2024-01-09,4153,801.36
LN80663333,CUST149713,Winthrop Blackwell,30,Contract,53906,835,Home Improvement,59819,10.66,12,Active,2024-07-30,33673,416.07
LN62139489,CUST962922,Debbi Rylands,65,Contract,131705,630,Medical,41741,17.9,60,Late (16-30 days),2024-03-25,67818,317.57
LN62379239,CUST845284,Maybelle Stearndale,67,Contract,71434,786,Auto,26948,18.12,36,Paid Off,2024-06-16,24634,1237.06
LN63396287,CUST793791,Brittaney Jeremiah,64,Part-time,42495,691,Personal,9303,14.61,48,Late (31+ days),2023-09-25,23596,505.05
LN38783551,CUST586614,Catina Woolforde,44,Self-employed,98732,570,Auto,46029,15.01,36,Late (16-30 days),2024-01-27,53919,1335.13
LN23080767,CUST937017,Karmen Jekyll,60,Self-employed,86166,602,Business,22267,16.64,48,Paid Off,2023-10-15,22001,811.47
LN17444534,CUST401945,Karia Marcham,52,Full-time,141024,702,Personal,38237,17.68,60,Current,2024-02-23,65503,1112.02
LN27958188,CUST853475,Lovell Olden,23,Full-time,69087,671,Personal,32365,13.74,72,Default,2023-08-31,59415,1469.48
LN28473614,CUST772496,Cindra Nanelli,66,Full-time,140481,708,Personal,35780,14.33,36,Default,2023-09-23,30219,1156.3
LN67133606,CUST406646,Claudian Perotti,50,Self-employed,120910,814,Home Improvement,33643,16.05,72,Late (16-30 days),2024-01-29,30302,1388.81
LN68728477,CUST685018,Lavina Sucre,56,Part-time,112914,788,Debt Consolidation,25186,16.62,24,Active,2024-03-16,15588,950.44
LN21956624,CUST190680,Kalila Mingotti,26,Full-time,92806,751,Personal,23092,4.88,12,Late (16-30 days),2024-01-14,48572,1250.57
LN74626832,CUST319753,Imelda Antcliffe,34,Unemployed,98093,794,Debt Consolidation,53088,15.71,36,Active,2023-04-03,18563,1322.93
LN10034556,CUST372257,Del Portlock,25,Full-time,80130,839,Personal,7631,10.59,48,Paid Off,2023-12-25,66502,1417.82
LN29195579,CUST236644,Renard Glede,29,Full-time,115284,598,Business,9537,17.09,12,Default,2024-04-08,30777,1220.68
LN41251944,CUST754932,Christina Elford,63,Unemployed,57696,638,Auto,28979,15.81,36,Paid Off,2024-07-23,54109,1153.57
LN20212328,CUST441784,Valenka Edgerton,52,Self-employed,34567,739,Home Improvement,73288,15.94,12,Default,2023-03-15,55712,951.44
LN11057852,CUST288584,Hortense Nesbit,54,Full-time,92125,755,Personal,24160,6.76,12,Active,2024-01-23,55353,829.11
LN69128557,CUST895627,Josselyn Earney,23,Unemployed,118427,829,Medical,32823,13.71,24,Active,2023-06-04,55208,268.88
LN73317784,CUST152054,Carleton De Malchar,64,Part-time,63587,572,Personal,41604,4.32,60,Default,2023-03-12,23844,1021.08
LN17628418,CUST938453,Kathy Ashbee,31,Self-employed,113711,780,Auto,68656,13.68,48,Default,2024-01-31,30692,1462.05
LN56507412,CUST642854,Gilberta Dorricott,37,Part-time,78606,658,Debt Consolidation,20471,18.02,48,Active,2023-05-07,16069,228.33
LN36850483,CUST189543,Aurilia Bazelle,69,Unemployed,57763,652,Auto,65389,13.4,48,Late (16-30 days),2024-01-09,11842,724.13
LN49745877,CUST485124,Lionello Ferandez,40,Full-time,108245,613,Medical,47182,15.1,72,Paid Off,2023-08-05,58603,453.27
LN72804507,CUST625432,Ashla Walworth,64,Self-employed,91186,593,Debt Consolidation,63455,7.13,24,Late (31+ days),2024-03-07,37177,1338.9
LN82129208,CUST549042,Wood Burmaster,64,Full-time,108787,713,Home Improvement,17271,14.48,24,Default,2024-03-30,29552,494.57
LN64402527,CUST364481,Ardeen Pitts,59,Contract,93712,800,Auto,44412,10.26,48,Default,2023-02-02,42235,285.58
LN50304047,CUST581761,Lettie Sheards,57,Unemployed,138873,763,Business,51822,6.76,24,Late (16-30 days),2024-03-18,56215,1303.61
LN24530892,CUST199332,Amandy Blaik,44,Unemployed,102275,758,Medical,6091,5.59,48,Paid Off,2023-01-12,40053,892.87
LN60502415,CUST864735,Gradeigh Medford,55,Unemployed,104410,668,Auto,5288,6.5,48,Late (31+ days),2023-06-18,12398,730.21
LN99268190,CUST170564,Laurent Ilyinykh,49,Unemployed,53681,769,Personal,64144,14.53,12,Late (31+ days),2023-12-19,13086,1438.62
LN72949252,CUST486416,Clay Boarder,48,Contract,51895,678,Medical,22221,17.97,60,Default,2023-01-26,15311,1086.26
LN87559568,CUST286693,Annnora Brixey,33,Contract,34251,679,Auto,37151,14.59,60,Default,2023-12-22,19672,924.56
LN91328155,CUST672778,Guthry Crumly,51,Unemployed,94086,808,Medical,54689,9.75,72,Paid Off,2024-03-10,10179,1095.38
LN46743430,CUST459955,Falkner Illesley,40,Self-employed,85259,729,Medical,49448,11.54,60,Active,2024-03-04,47565,820.21
LN25281044,CUST180691,Dotty Baldin,40,Contract,66716,762,Auto,8754,11.06,72,Current,2024-02-03,58708,1425.73
LN42015187,CUST424115,Hale Lambregts,33,Contract,148966,713,Business,47404,15.68,48,Late (31+ days),2024-06-17,55271,402.41
LN11689188,CUST440176,Barnard Elia,63,Self-employed,96660,691,Medical,8801,17.56,48,Active,2023-05-04,9788,1235.89
LN44487506,CUST522209,Jamesy McKiernan,62,Unemployed,105416,581,Debt Consolidation,20346,17.1,60,Paid Off,2024-01-08,12285,675.02
LN95699738,CUST958068,Teirtza Sparshatt,69,Full-time,36564,843,Personal,66640,4.4,36,Paid Off,2023-03-14,34750,373.66
LN22858026,CUST654349,Reeta Blockwell,31,Part-time,52290,793,Home Improvement,17637,9.52,72,Current,2023-06-25,29064,621.26
LN44541070,CUST759820,Bentley Carruthers,21,Part-time,137267,652,Personal,27392,9.5,12,Active,2024-02-03,53329,841.06
LN79468420,CUST341066,Abey Haithwaite,69,Full-time,33980,714,Personal,42064,14.32,48,Late (31+ days),2023-12-30,66557,1494.36
LN25103686,CUST306775,Guglielmo Andriolli,66,Self-employed,138657,764,Personal,6346,6.22,24,Late (16-30 days),2023-12-14,40854,393.02
LN73902193,CUST595941,Adelaide Randal,34,Contract,136521,605,Business,40168,12.21,72,Late (31+ days),2023-03-07,68887,1073.54
LN44937662,CUST482196,Xymenes Scarfe,66,Self-employed,82247,827,Home Improvement,35456,8.86,48,Late (31+ days),2023-07-28,38831,685.28
LN73442516,CUST183319,Faustina Drew,36,Unemployed,112156,742,Personal,42331,15.86,36,Late (16-30 days),2023-10-22,537,1492.23
LN61316076,CUST604792,Lucienne Dalgety,39,Part-time,58085,741,Debt Consolidation,29663,18.66,24,Active,2023-02-27,53168,1316.55
LN29478372,CUST149482,Quintina Setterthwait,23,Unemployed,91424,768,Auto,21840,9.09,60,Default,2024-07-08,46671,674.84
LN19132844,CUST398624,Dino Flea,67,Self-employed,38082,566,Personal,44142,17.1,24,Late (16-30 days),2023-12-15,18616,829.95
LN67600758,CUST196340,La verne Kydde,55,Self-employed,112657,843,Home Improvement,64036,6.15,60,Active,2023-05-19,50001,756.4
LN56467030,CUST194575,Clara Devitt,22,Part-time,108036,576,Home Improvement,18202,17.75,48,Default,2023-04-07,32846,792.93
LN80882850,CUST476960,Lotta Gut,49,Part-time,54207,849,Debt Consolidation,44437,14.99,36,Late (31+ days),2023-07-03,13843,1232.55
LN67801679,CUST219703,Fidelio Blaxland,25,Unemployed,143494,745,Debt Consolidation,50227,17.91,12,Late (31+ days),2023-04-10,68677,1480.44
LN74828646,CUST415680,Farleigh Brameld,33,Part-time,33336,763,Personal,47925,11.88,12,Late (31+ days),2023-07-29,585,223.81
LN80960097,CUST277986,Anderson Friedman,48,Contract,148965,562,Business,49469,11.01,24,Paid Off,2023-11-23,61104,887.2
LN94265880,CUST566542,Rayner Burtt,53,Full-time,31438,779,Debt Consolidation,66940,10.97,48,Late (16-30 days),2023-12-28,67459,1079.95
LN71723270,CUST625571,Tova Jillitt,64,Unemployed,106442,631,Personal,64574,6.23,60,Paid Off,2023-07-18,1810,761.69
LN86417820,CUST622954,Cordelie Duck,39,Contract,132944,818,Business,66514,9.14,72,Active,2023-10-02,49758,164.73
LN85527856,CUST378872,Innis Furphy,35,Unemployed,148198,617,Medical,53348,18.3,24,Default,2023-06-02,4244,625.67
LN71386834,CUST155133,Eddie Oglevie,40,Unemployed,107917,778,Personal,30687,9.93,12,Late (31+ days),2023-04-26,36692,619.53
LN19210567,CUST182712,Dorine Gaskin,22,Unemployed,48636,797,Medical,60023,17.25,48,Default,2023-04-23,41278,830.35
LN58806155,CUST109411,Issiah Frosch,25,Full-time,111988,554,Medical,20769,14.79,36,Current,2023-07-19,41526,1133.94
LN74669311,CUST119500,Siobhan Biaggi,43,Unemployed,109065,843,Auto,64756,15.8,24,Current,2024-07-13,21992,799.41
LN53073252,CUST518371,Annemarie Penfold,66,Full-time,101319,797,Business,25408,7.88,36,Current,2023-09-24,68157,744.49
LN81100957,CUST842555,Rice Chatenet,68,Unemployed,94930,750,Personal,51537,6.08,60,Paid Off,2023-10-08,12295,586.06
LN15836409,CUST759668,Moina Zoellner,46,Full-time,38832,811,Home Improvement,25386,13.93,24,Current,2024-06-06,41967,1463.31
LN89661543,CUST921164,Boonie Gymlett,24,Unemployed,98170,850,Medical,29926,16.47,24,Active,2024-07-13,42474,1026.48
LN20569507,CUST446667,Dasi Jimes,25,Full-time,49594,732,Home Improvement,47881,16.65,24,Default,2023-02-01,64848,171.53
LN77121795,CUST377454,Jory Spurdens,49,Unemployed,106308,784,Personal,19352,11.06,72,Paid Off,2023-11-17,26416,1096.89
LN43244140,CUST924078,Mikkel Caesar,62,Part-time,110358,809,Medical,10541,16.97,48,Current,2023-05-30,48371,383.56
LN86784823,CUST841426,Miguelita Cornick,45,Contract,115727,812,Home Improvement,23013,7.88,36,Late (31+ days),2023-04-14,7637,1352.92
LN26343661,CUST934460,Danella Skoate,59,Contract,47015,768,Business,43572,17.65,60,Active,2023-08-08,28503,581.9
LN42269635,CUST483602,Normie Andrys,53,Contract,47163,676,Personal,26941,15.61,12,Current,2023-08-31,39253,457.17
LN89056525,CUST136538,Balduin Haker,46,Contract,129974,641,Home Improvement,66584,6.1,72,Late (31+ days),2023-03-11,68730,258.56
LN22517442,CUST409941,Lou Tiebe,40,Full-time,133315,752,Personal,62518,5.65,12,Paid Off,2023-05-20,35499,195.96
LN65392291,CUST555875,Vick Owen,35,Part-time,31825,780,Home Improvement,45464,15.22,36,Paid Off,2024-06-28,48147,1470.45
LN35575361,CUST867345,Judy Cardinale,63,Unemployed,44453,768,Debt Consolidation,49625,8.15,24,Late (31+ days),2023-11-15,43873,1061.9
LN32391564,CUST698207,Mickey Thridgould,31,Unemployed,112990,745,Medical,68155,17.55,24,Current,2024-07-06,62134,1053.91
LN63080923,CUST918151,Marris Jelleman,31,Unemployed,102054,795,Home Improvement,5462,10.42,36,Late (16-30 days),2024-07-06,55952,178.39
LN65730495,CUST509370,Barri McAteer,26,Self-employed,102278,847,Medical,44465,5.21,72,Paid Off,2023-12-22,66246,1018.58
LN28131013,CUST940547,Clay Comellini,61,Contract,82059,679,Personal,21360,7.6,36,Late (16-30 days),2024-05-16,54637,196.21
LN15418622,CUST705223,Cosmo Livsey,41,Part-time,60997,792,Auto,11086,5.67,72,Late (31+ days),2023-10-13,220,243.72
LN33360755,CUST554423,Novelia Burcombe,48,Unemployed,96539,554,Debt Consolidation,8975,8.09,72,Current,2024-01-29,57315,505.34
LN66403568,CUST146000,Billye Grimme,48,Full-time,76972,634,Personal,12856,8.26,36,Active,2023-11-24,25341,987.31
LN98162965,CUST218265,Gris Gwalter,32,Part-time,77408,825,Personal,51402,16.01,60,Late (31+ days),2024-02-06,1493,645.38
LN71767023,CUST733454,Clayborne Bagger,47,Contract,69181,835,Debt Consolidation,6407,10.81,12,Paid Off,2024-01-22,62430,821.25
LN76209555,CUST840728,Zarah Butterwick,56,Part-time,37303,558,Business,52386,9.65,60,Active,2023-07-01,3161,526.52
LN32366786,CUST930095,Cassy Daniellot,32,Contract,145022,832,Debt Consolidation,11477,15.26,72,Current,2023-04-01,68844,937.27
LN78691865,CUST251289,Vanna Carnock,69,Part-time,73494,711,Debt Consolidation,27555,10.17,72,Late (16-30 days),2023-05-13,38779,371.76
LN49493989,CUST177646,Emelda Lopez,46,Self-employed,134829,782,Home Improvement,47600,15.72,60,Late (16-30 days),2023-03-26,15527,1457.31
LN66370767,CUST904865,Bendicty Gillmore,60,Contract,32684,831,Medical,70556,11.36,60,Current,2023-11-02,39877,1028.03
LN92190569,CUST367561,Hewett Boggon,31,Part-time,107309,789,Auto,55737,9.02,72,Late (16-30 days),2023-02-01,29151,1132.5
LN16783804,CUST103036,Lexy Fishley,24,Unemployed,132597,695,Medical,5398,13.75,12,Current,2023-09-27,36873,1053.2
LN92983373,CUST343657,Lanie Warratt,60,Self-employed,144626,850,Home Improvement,36461,12.65,24,Late (16-30 days),2023-08-29,30704,921.14
LN68416069,CUST831462,Isador Friel,70,Unemployed,141982,559,Personal,26445,17.66,24,Late (16-30 days),2024-04-25,50588,1171.98
LN51325429,CUST491032,Dillie Gianotti,32,Part-time,84179,707,Business,64242,7.29,72,Paid Off,2024-04-30,38879,352.74
LN75597590,CUST893106,Channa Loades,31,Contract,103396,782,Personal,37027,5.75,48,Paid Off,2023-07-09,48834,1371.65
LN13958223,CUST820282,Justinian Trigwell,28,Unemployed,31968,596,Business,8154,16.96,48,Default,2023-12-11,69971,649.03
LN80023564,CUST265815,Ula Walicki,70,Unemployed,125504,759,Business,35124,11.35,12,Paid Off,2023-01-03,60852,1079.77
LN84636152,CUST822119,Wilma Hutcheon,26,Part-time,68933,790,Medical,17822,10.0,48,Late (31+ days),2024-05-05,44335,546.8
LN55681972,CUST147420,Reuben Ettles,42,Contract,116370,760,Debt Consolidation,74392,17.71,12,Paid Off,2023-07-22,52179,505.99
LN92298579,CUST420134,Amii Saph,66,Part-time,57058,697,Business,62647,16.38,12,Current,2023-08-01,21490,982.4
LN49421417,CUST887632,Harwell Layus,46,Part-time,98194,776,Auto,55297,4.59,60,Active,2023-04-10,48005,1343.65
LN54447036,CUST255996,Barbabra Flippini,66,Self-employed,55254,608,Personal,61847,17.78,24,Late (16-30 days),2024-01-09,69395,1154.07
LN54410100,CUST811754,Casandra Winscom,34,Self-employed,91333,781,Auto,16620,15.68,36,Active,2023-12-29,41749,1329.33
LN83087056,CUST282090,Lillis Spickett,28,Contract,82787,811,Auto,33889,4.6,24,Active,2023-06-17,54643,507.09
LN15617420,CUST155632,Tamma Washington,39,Self-employed,46567,816,Business,74025,16.19,72,Late (31+ days),2024-07-14,2288,328.99
LN18785385,CUST783535,Farlie Perring,36,Full-time,131162,604,Medical,29557,5.63,36,Late (16-30 days),2023-02-28,57713,192.83
LN22979158,CUST113544,Jamal Warlowe,34,Part-time,103529,652,Business,20294,18.02,48,Paid Off,2023-06-02,45509,269.89
LN20699435,CUST973329,Tracy Moger,44,Unemployed,101513,577,Home Improvement,68995,8.45,48,Default,2023-10-12,16028,344.64
LN22283810,CUST769459,Astrix Colleer,43,Self-employed,39075,670,Personal,35746,10.15,24,Paid Off,2023-04-02,17488,386.51
LN78843137,CUST964538,Raymond Benditt,51,Self-employed,71327,836,Auto,66049,14.58,72,Late (16-30 days),2023-12-02,33583,978.11
LN74998492,CUST829652,Billi Doy,38,Self-employed,53901,791,Debt Consolidation,13210,13.02,36,Current,2023-02-02,45281,228.41
LN22122273,CUST137457,Jolee Biasio,59,Self-employed,96432,728,Home Improvement,23910,6.19,48,Paid Off,2023-10-23,37916,1166.72
LN96786722,CUST339084,Dulcie Dufore,57,Contract,32415,731,Medical,23308,15.82,60,Late (16-30 days),2023-07-02,34682,773.59
LN94967633,CUST898677,Nicola Flintoff,27,Full-time,59686,571,Personal,30417,18.56,48,Late (31+ days),2023-08-22,35508,957.49
LN71325840,CUST503825,Ethyl Silverston,57,Unemployed,30959,609,Debt Consolidation,55241,11.67,60,Active,2023-04-08,37657,1389.27
LN86402990,CUST864362,Lorettalorna D'Ambrosi,37,Part-time,50734,825,Personal,18825,9.0,12,Active,2023-03-04,20238,169.52
LN74762969,CUST524959,Osmund Greggs,24,Self-employed,93458,841,Personal,41974,5.09,48,Active,2024-05-08,54855,526.04
LN92204374,CUST466748,Zach Winckle,22,Self-employed,122816,691,Business,19720,6.67,24,Active,2023-03-30,22281,673.95
LN99754822,CUST249214,Beauregard O'Finan,37,Self-employed,109138,773,Auto,36815,16.01,12,Current,2024-03-29,61647,817.14
